file_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-01-01-01-01.wav,-556.8871,65.23701,-0.8844127,15.528003,9.315155,-3.4577765,-4.75956,-9.590001,-14.681815,-2.4063623,-4.3896494,-1.3501874,2.8211205,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-01-01-02-01.wav,-567.487,65.36763,-8.041981,10.584494,4.971397,-5.184732,-9.513165,-14.307925,-19.514025,-4.8828053,-4.1978416,-7.547044,-0.6028596,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-01-02-01-01.wav,-589.57043,65.85815,5.001099,19.115839,8.962849,2.2062826,-3.1085525,-7.925137,-11.226555,-1.3120211,-1.8129705,-1.4567817,1.5219244,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-01-02-02-01.wav,-572.24146,73.2304,-4.453161,18.55243,8.006945,-0.5232409,-4.976837,-13.243358,-13.188245,-1.2169545,-1.4427079,-1.7660651,0.091265164,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-02-01-01-01.wav,-381.20517,46.21375,-16.112617,11.222985,0.36505643,2.1569881,-8.653439,-11.128906,-17.983055,-5.915207,-0.61622655,-4.382983,-1.8227851,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-02-01-02-01.wav,-345.00552,53.832165,-23.191202,-2.9327543,1.2612118,-2.2451472,-14.61324,-17.309965,-22.679379,-11.397805,-7.083717,-12.531209,-9.080574,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-02-02-01-01.wav,-327.22842,38.10477,-20.152472,-1.2656239,-8.63289,-4.8855953,-13.674495,-19.788267,-20.102554,-11.717585,-5.8508706,-10.589451,-9.681366,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-06-02-02-02-01.wav,-372.55228,51.752296,-19.79276,0.4040319,-2.402372,0.48074055,-16.220163,-15.567817,-19.226673,-13.107581,1.3469814,-9.818463,-8.820349,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-01-01-01-01.wav,-608.10876,74.05153,-3.7700226,12.9895115,4.8434834,-0.29351935,-9.097124,-8.4314375,-17.472172,-5.6186976,-0.87693447,-10.050179,-2.0687003,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-01-01-02-01.wav,-570.6642,64.86812,-1.0601845,5.253758,4.0684137,-0.17848793,-11.513788,-8.216217,-16.826479,-5.7203794,0.08673765,-7.555612,-4.1504335,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-01-02-01-01.wav,-618.00977,81.75966,5.1432557,17.117785,2.1418347,4.1539726,-6.3790884,-14.638542,-9.802097,-3.2726498,-3.2458754,-4.1042876,-1.3867999,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-01-02-02-01.wav,-615.58765,69.54795,-1.4478816,13.171683,-0.5882066,4.2653694,-7.17142,-13.238632,-9.752041,-2.0670478,-0.040096577,-5.2221737,-0.7594036,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-02-01-01-01.wav,-434.45212,53.705257,-3.9677885,-7.0210414,-10.349296,-2.1920695,-15.132009,-20.78881,-17.664001,-10.190953,-5.4927387,-5.026477,-9.43798,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-02-01-02-01.wav,-446.0513,47.95513,-8.209035,1.8928351,-9.66536,-7.9437284,-20.97265,-17.996769,-11.194994,-8.13829,-7.0824857,-8.804703,-9.3637295,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-02-02-01-01.wav,-454.9489,58.291527,12.474754,-0.9419941,-9.75372,0.6303098,-15.958982,-21.417986,-7.2298512,-11.688665,-11.805817,-4.106274,-10.291332,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-07-02-02-02-01.wav,-427.76328,59.560143,-1.5502205,-0.33475095,-5.806928,-2.8845136,-19.334208,-21.564363,-11.722755,-8.262382,-9.703202,-8.8869295,-10.214932,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-01-01-01-01.wav,-632.82214,61.79408,-0.58267623,9.617839,5.2318954,-3.1074874,-6.968034,-7.679416,-11.350558,-7.0204496,-0.30548814,-6.1307673,-1.0003414,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-01-01-02-01.wav,-654.8418,62.003094,-4.082947,12.235204,7.9202394,-2.407815,-7.4999146,-7.003642,-11.692304,-1.8118819,-1.2891906,-6.8958597,-0.6088256,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-01-02-01-01.wav,-632.3327,66.466286,-0.38552082,15.092798,3.8434856,-1.5598694,-4.9295554,-8.871506,-13.374839,-3.2049842,-1.1833026,-4.6311703,-2.4743516,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-01-02-02-01.wav,-636.18677,57.883423,-1.9458165,9.575485,-0.4736714,-4.5527415,-5.053757,-8.310829,-11.084605,-6.352023,-1.153137,-7.7621665,-1.1815666,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-02-01-01-01.wav,-572.1051,59.95486,-6.3107643,10.043972,4.6763606,-3.214057,-9.385596,-7.493079,-13.019228,-5.5266814,0.47948605,-9.202233,0.13204679,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-02-01-02-01.wav,-520.9261,49.6483,-6.148461,8.639017,0.09817534,-3.918394,-7.859183,-8.987469,-13.624467,-7.8125753,-1.5222262,-8.011833,-2.3537798,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-02-02-01-01.wav,-561.9387,52.293636,-5.098794,9.044127,0.6988741,-4.7677593,-7.8024426,-10.971272,-17.04796,-2.9308424,-3.177515,-6.6127367,-1.2054566,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_01\03-01-08-02-02-02-01.wav,-544.0781,55.389503,-6.634523,7.2744007,-0.7410213,-0.8773508,-10.114404,-11.46875,-13.349803,-6.1195154,-1.677177,-6.7098794,-2.1451998,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-01-01-01-01-02.wav,-614.99786,64.276474,-12.088927,9.41706,-5.9766216,-5.099511,-7.0065713,-10.802599,-5.133163,-1.3218846,-5.8949633,-2.6795142,-6.195212,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-01-01-01-02-02.wav,-614.5419,58.66103,-13.2142725,13.366074,-7.416209,-3.9187198,-6.455828,-8.870977,-3.4282825,-2.27653,-4.0568023,-2.767371,-6.766611,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-01-01-02-01-02.wav,-575.75745,62.65248,-14.190676,4.8386993,-6.5067477,-4.652002,-7.4259653,-12.023653,-6.5261216,-2.5586815,-6.2436676,-3.74922,-8.12818,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-01-01-02-02-02.wav,-603.35846,55.87742,-11.653136,5.7157116,-7.732579,-6.145285,-7.697656,-12.779856,-7.4227753,-3.9748292,-6.9183784,-4.023992,-10.244538,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-01-01-01-02.wav,-614.89685,65.42289,-5.475077,14.217049,-6.4542055,-2.5322073,-4.5857615,-9.615055,-3.7817645,-2.738354,-4.1481,-5.384352,-5.899535,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-01-01-02-02.wav,-600.88873,62.61304,-12.100173,10.685825,-8.025128,-4.256081,-6.50922,-12.307869,-3.9878588,-4.628514,-5.015465,-9.292116,-7.096228,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-01-02-01-02.wav,-608.3357,57.048,-8.4154005,4.5872316,-6.464307,-5.131186,-9.001697,-11.618759,-7.6787415,-3.2505968,-7.9143667,-6.129338,-8.926024,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-01-02-02-02.wav,-591.92114,62.217,-15.930927,0.88686454,-8.853314,-7.2443743,-10.352103,-15.372656,-8.20509,-4.8054404,-8.849456,-7.176615,-12.2854395,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-02-01-01-02.wav,-586.397,59.257652,-8.564562,10.24112,-8.69063,-7.2694364,-5.693656,-11.067939,-8.634658,-3.0904996,-6.2252526,-9.073972,-6.9198585,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-02-01-02-02.wav,-597.43634,61.55442,-12.3101,9.647639,-10.685597,-3.8395357,-6.9895825,-12.80922,-6.484684,-4.982508,-3.6372635,-9.983776,-7.818779,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-02-02-01-02.wav,-589.7891,54.990334,-9.950131,0.6781865,-10.586604,-3.6115646,-12.087314,-15.350883,-11.044661,-3.5367603,-9.44788,-11.197448,-10.727576,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-02-02-02-02-02.wav,-584.249,61.553787,-8.576317,2.7416308,-9.749195,-3.198935,-11.024345,-14.122357,-8.607099,-1.4754697,-7.616971,-11.31955,-11.028863,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-01-01-01-02.wav,-552.389,51.476933,-25.34085,10.078699,-8.707932,-7.4321413,-5.043609,-15.1050825,-5.1551437,-3.8855891,-6.448509,-3.1699724,-10.167726,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-01-01-02-02.wav,-563.7197,55.063072,-22.533497,14.489977,-8.119955,-8.174862,-5.7878604,-15.452911,-4.4249306,-5.054753,-7.8037505,-2.244669,-9.677634,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-01-02-01-02.wav,-552.9546,52.526268,-26.320583,6.376562,-10.194061,-8.647776,-11.249612,-18.74452,-6.323623,-4.3895226,-10.269542,-3.1435144,-12.743048,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-01-02-02-02.wav,-551.83655,56.987118,-19.698969,10.135117,-8.045212,-7.632937,-10.723212,-16.123806,-3.7305677,-2.5860555,-8.579898,-2.296731,-10.321215,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-02-01-01-02.wav,-449.03467,39.66446,-36.782867,8.386636,-13.9206705,-18.28746,-8.256416,-19.221394,-4.778682,-9.810925,-11.580965,-2.6658454,-14.32836,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-02-01-02-02.wav,-444.07172,43.54771,-36.769012,7.2156563,-12.154332,-19.19865,-9.829627,-17.055735,-6.2947016,-7.3739667,-11.178728,-0.8545755,-13.083381,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-02-02-01-02.wav,-496.13336,46.056103,-28.008839,5.3412457,-8.249223,-14.857056,-14.237119,-18.162216,-4.842569,-4.3715677,-14.122098,-2.7519178,-13.14947,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-03-02-02-02-02.wav,-487.7564,47.04681,-29.170107,5.27741,-11.20094,-16.293863,-11.743899,-18.563818,-8.006204,-7.5772715,-14.100103,-2.2606685,-15.102828,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-01-01-01-02.wav,-628.7282,64.15025,-14.221365,8.283779,-8.096853,-5.9876976,-8.471579,-13.177888,-7.463473,-4.7036934,-5.9509654,-6.774262,-6.2772055,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-01-01-02-02.wav,-621.71545,68.305824,-13.167955,10.50235,-7.1945395,-4.2445602,-6.1161566,-11.53013,-8.03344,-1.9603186,-6.2870092,-4.437345,-6.7001905,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-01-02-01-02.wav,-623.00977,53.668095,-6.2725306,5.4918857,-6.247439,-5.7604227,-11.383449,-14.228993,-5.4325547,-3.6317337,-8.02001,-4.362391,-8.215564,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-01-02-02-02.wav,-640.1921,55.702553,-7.149076,8.307373,-3.948838,-4.79489,-8.813448,-12.377769,-7.061756,-0.76510924,-7.6025014,-4.2746134,-7.612625,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-02-01-01-02.wav,-624.2805,59.278934,-12.442747,7.4127984,-11.20595,-7.9807496,-12.587144,-17.335957,-11.643435,-4.7099833,-9.829086,-2.9354122,-8.676535,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-02-01-02-02.wav,-633.17523,66.332184,-7.7334275,9.547893,-6.5590196,-5.8611827,-12.64674,-14.854169,-11.2981415,-4.089809,-8.391579,-3.9436438,-8.236675,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-02-02-01-02.wav,-625.6555,53.954395,-8.009159,4.988747,-7.8831344,-5.885268,-13.584994,-17.821512,-12.969572,-5.704457,-10.224981,-4.71272,-11.563377,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-04-02-02-02-02.wav,-621.5709,54.184734,-8.577228,6.25785,-6.6669574,-8.925411,-15.337568,-16.849607,-10.80788,-3.3351157,-11.922726,-4.6182475,-10.247838,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-05-01-01-01-02.wav,-526.7639,52.98029,-13.038193,7.258232,-7.9943004,-5.9337835,-4.6518235,-12.674568,-5.665134,-2.9092207,-3.8268614,-3.017372,-6.0136585,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-05-01-01-02-02.wav,-491.3484,50.813484,-20.926281,8.912344,-10.1666155,-5.622891,-6.705997,-12.733592,-3.314278,-0.9372073,-2.5797007,-2.5125535,-5.0598803,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-05-01-02-01-02.wav,-523.048,56.115288,-13.244286,4.4626083,-11.113882,-5.0108304,-6.9885845,-14.007077,-7.33927,-2.6772776,-7.4064226,-3.0648663,-8.857741,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-05-01-02-02-02.wav,-509.92676,51.67913,-19.883677,4.215481,-14.299189,-8.810763,-6.759646,-16.04607,-7.447034,-3.5250878,-6.7218623,-2.9916637,-10.61189,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_02\03-01-05-02-01-01-02.wav,-396.93082,39.043587,-30.618122,3.8050463,-19.16739,-10.43557,-3.6165748,-18.058296,-3.2438228,-6.0495296,-5.0461164,-4.082437,-9.25967,Angry
